-1,166.09,41,55,63,4,35,28,29,35,58,24,0,32,47,51
1,166.75,53,52,63,2,49,45,57,45,50,26,0,32,35,39
-1,162.0,40,53,61,5,50,46,30,37,41,22,0,31,60,48
-1,160.0,26,50,54,3,55,56,34,59,38,30,0,34,34,51
-1,158.5,35,45,52,3,23,23,28,64,42,26,0,33,40,47
1,156.97,53,52,76,3,31,39,39,30,47,20,0,33,50,49
-1,158.97,28,45,86,5,45,41,43,53,41,21,0,33,43,52
-1,159.37,25,45,53,3,49,37,31,72,41,32,0,33,29,52
1,158.93,49,54,54,3,41,20,27,33,54,27,0,35,44,46
1,160.05,32,64,48,3,43,41,36,55,53,28,0,36,47,65
-1,159.69,45,59,53,4,33,39,47,62,55,36,0,36,66,71
1,156.83,16,43,51,3,29,36,37,45,48,36,0,34,33,52
-1,157.98,26,47,38,3,44,57,46,54,100,29,0,35,38,56
1,156.79,31,64,56,3,27,32,20,40,34,59,0,58,44,60
1,158.2,26,92,70,4,36,48,45,64,45,100,0,100,46,70
-1,158.79,38,82,73,5,68,84,63,33,25,69,0,74,69,71
1,158.81,41,57,60,3,41,36,41,53,51,46,0,52,43,60
1,160.3,32,55,50,3,59,66,50,54,45,42,0,47,22,70
-1,160.67,37,57,64,4,44,33,35,50,38,45,0,44,33,62
-1,156.86,33,60,68,3,33,32,35,77,68,50,0,47,52,73
1,152.72,37,54,55,4,66,49,49,64,25,42,0,42,39,63
-1,152.93,46,50,62,5,79,72,76,58,31,36,0,38,40,57
-1,151.54,0,48,45,4,54,55,38,67,48,34,0,38,35,62
-1,150.49,32,57,70,4,34,46,41,32,31,34,21,41,41,68
-1,148.26,76,63,79,7,58,45,53,37,50,29,27,42,42,76
1,148.11,56,60,64,6,23,19,22,53,57,36,16,41,34,54
-1,149.05,41,51,74,6,41,47,29,57,44,28,13,40,30,41
1,145.58,51,61,40,8,37,34,47,53,44,33,15,40,45,55
1,147.62,52,58,61,6,44,48,52,63,42,19,10,38,35,35
1,149.0,43,61,81,7,32,41,34,46,50,32,11,39,55,59
1,148.73,61,53,59,5,57,49,52,48,34,30,7,36,45,50
-1,151.58,36,53,83,5,37,39,45,53,40,31,7,37,39,39
-1,151.25,46,60,84,4,49,62,63,40,34,27,9,37,38,46
-1,148.92,46,56,86,6,39,49,49,97,51,35,7,37,61,44
1,147.11,54,60,74,7,24,39,32,41,49,47,5,37,45,54
